genomeID,difference count,iterations,,,,,,,,,,,,,,,,,,,,
GCA_000003645,0,[],,,,,,,,,,,,,,,,,,,,
GCA_000003925,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000003955,11,['12', '7', '2', '3', '2', '3', '1', '4', '1', '2', '0'],,,,,,,,,,
GCA_000020725,13,['7', '4', '2', '2', '1', '1', '2', '1', '1', '1', '1', '1', '0'],,,,,,,,
GCA_000020745,15,['6', '6', '3', '3', '1', '1', '2', '3', '4', '5', '8', '7', '3', '2', '0'],,,,,,
GCA_000020765,4,['10', '10', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000020785,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000020805,8,['7', '2', '2', '1', '2', '2', '1', '0'],,,,,,,,,,,,,
GCA_000020825,4,['7', '4', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000020845,6,['8', '3', '3', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000020865,4,['7', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000020885,12,['3', '3', '4', '4', '1', '2', '3', '9', '10', '6', '1', '0'],,,,,,,,,
GCA_000020925,10,['7', '5', '4', '4', '3', '5', '10', '7', '2', '0'],,,,,,,,,,,
GCA_000020945,5,['9', '4', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000020965,6,['5', '2', '2', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000020985,3,['5', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000021005,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000021025,3,['9', '4', '0'],,,,,,,,,,,,,,,,,,
GCA_000021045,3,['8', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000021065,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000021085,5,['3', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000021125,6,['10', '8', '12', '3', '1', '0'],,,,,,,,,,,,,,,
GCA_000021145,6,['4', '5', '5', '4', '1', '0'],,,,,,,,,,,,,,,
GCA_000021165,7,['7', '4', '2', '3', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000021185,5,['12', '5', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000021205,6,['7', '4', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000021225,21,['13', '8', '5', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']
GCA_000021245,21,['6', '5', '6', '4', '3', '2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']
GCA_000021265,4,['2', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000021285,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000021305,5,['5', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000021325,5,['4', '3', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000021345,4,['7', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000021365,5,['7', '4', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000021385,5,['6', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000021405,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000021425,5,['7', '4', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000021445,4,['7', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000021465,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000021485,4,['8', '5', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000021505,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000021525,3,['5', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000021545,4,['7', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000021565,3,['9', '6', '0'],,,,,,,,,,,,,,,,,,
GCA_000021605,12,['6', '3', '2', '1', '1', '3', '8', '13', '4', '1', '1', '0'],,,,,,,,,
GCA_000021625,9,['9', '5', '6', '9', '8', '4', '2', '1', '0'],,,,,,,,,,,,
GCA_000021645,4,['2', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000021665,14,['8', '3', '4', '3', '2', '2', '2', '5', '1', '3', '6', '5', '2', '0'],,,,,,,
GCA_000021685,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000021705,5,['7', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000021725,4,['5', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000021745,4,['6', '1', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000021765,3,['7', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000021785,3,['9', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000021805,5,['10', '2', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000021825,5,['7', '6', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000021845,3,['8', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000021865,9,['5', '4', '3', '4', '4', '6', '2', '1', '0'],,,,,,,,,,,,
GCA_000021885,7,['5', '1', '3', '4', '2', '1', '0'],,,,,,,,,,,,,,
GCA_000021905,4,['13', '4', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000021925,4,['13', '12', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000021945,8,['11', '7', '3', '1', '1', '1', '1', '0'],,,,,,,,,,,,,
GCA_000021985,2,['6', '0'],,,,,,,,,,,,,,,,,,,
GCA_000022005,21,['7', '5', '3', '2', '1', '2', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3']
GCA_000022025,5,['4', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000022045,5,['9', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000022065,5,['8', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000022085,7,['8', '3', '3', '2', '1', '3', '0'],,,,,,,,,,,,,,
GCA_000022105,7,['4', '4', '2', '2', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000022125,4,['12', '5', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000022145,4,['4', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000022165,7,['8', '2', '1', '2', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000022185,6,['9', '2', '1', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000022225,5,['8', '10', '12', '2', '0'],,,,,,,,,,,,,,,,
GCA_000022245,6,['10', '12', '9', '3', '1', '0'],,,,,,,,,,,,,,,
GCA_000022265,6,['7', '4', '3', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000022285,3,['2', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000022305,4,['7', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000022325,4,['7', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000022345,5,['10', '12', '9', '2', '0'],,,,,,,,,,,,,,,,
GCA_000022505,4,['6', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000022525,21,['6', '2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']
GCA_000022565,7,['13', '8', '2', '1', '2', '1', '0'],,,,,,,,,,,,,,
GCA_000022585,6,['7', '11', '10', '4', '1', '0'],,,,,,,,,,,,,,,
GCA_000022605,3,['2', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000022625,3,['9', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000022645,5,['6', '2', '2', '2', '0'],,,,,,,,,,,,,,,,
GCA_000022665,6,['9', '10', '12', '5', '2', '0'],,,,,,,,,,,,,,,
GCA_000022685,4,['7', '2', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000022705,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000022725,3,['8', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000022745,10,['10', '3', '2', '4', '5', '3', '1', '1', '1', '0'],,,,,,,,,,,
GCA_000022765,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000022785,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000022805,9,['9', '6', '9', '13', '4', '2', '1', '1', '0'],,,,,,,,,,,,
GCA_000022825,10,['5', '3', '2', '2', '4', '3', '7', '7', '1', '0'],,,,,,,,,,,
GCA_000022845,12,['9', '4', '3', '6', '9', '9', '4', '1', '1', '1', '1', '0'],,,,,,,,,
GCA_000022865,2,['7', '0'],,,,,,,,,,,,,,,,,,,
GCA_000022885,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000022925,3,['10', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000022945,3,['2', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000022965,5,['7', '3', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000022985,4,['7', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000023005,5,['4', '2', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000023025,4,['9', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000023045,8,['8', '7', '7', '5', '2', '4', '1', '0'],,,,,,,,,,,,,
GCA_000023065,6,['10', '6', '2', '3', '1', '0'],,,,,,,,,,,,,,,
GCA_000023085,9,['7', '8', '7', '3', '6', '4', '4', '1', '0'],,,,,,,,,,,,
GCA_000023105,4,['5', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000023125,5,['11', '7', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000023145,10,['9', '6', '2', '1', '3', '4', '6', '3', '1', '0'],,,,,,,,,,,
GCA_000023165,9,['7', '3', '2', '1', '1', '1', '1', '1', '0'],,,,,,,,,,,,
GCA_000023185,4,['8', '5', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000023205,4,['9', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000023225,5,['9', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000023245,5,['11', '5', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000023265,3,['10', '4', '0'],,,,,,,,,,,,,,,,,,
GCA_000023285,5,['11', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000023305,3,['1', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000023325,4,['10', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000023345,4,['7', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000023365,5,['11', '11', '7', '1', '0'],,,,,,,,,,,,,,,,
GCA_000023385,7,['9', '3', '2', '2', '6', '2', '0'],,,,,,,,,,,,,,
GCA_000023405,21,['5', '4', '2', '2', '1', '1', '1', '2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']
GCA_000023425,7,['8', '1', '2', '2', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000023445,6,['9', '5', '8', '8', '3', '0'],,,,,,,,,,,,,,,
GCA_000023465,4,['7', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000023545,3,['9', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000023565,6,['11', '9', '3', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000023585,9,['11', '5', '7', '5', '9', '12', '6', '1', '0'],,,,,,,,,,,,
GCA_000023605,10,['6', '3', '4', '3', '5', '6', '4', '3', '3', '0'],,,,,,,,,,,
GCA_000023625,3,['5', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000023645,4,['6', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000023665,5,['11', '11', '6', '1', '0'],,,,,,,,,,,,,,,,
GCA_000023685,4,['6', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000023705,6,['14', '7', '3', '3', '1', '0'],,,,,,,,,,,,,,,
GCA_000023725,3,['18', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000023745,5,['8', '4', '3', '2', '0'],,,,,,,,,,,,,,,,
GCA_000023765,3,['4', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000023785,7,['6', '2', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000023805,6,['6', '3', '3', '2', '2', '0'],,,,,,,,,,,,,,,
GCA_000023825,9,['7', '4', '3', '3', '1', '2', '2', '1', '0'],,,,,,,,,,,,
GCA_000023845,7,['3', '2', '2', '2', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000023865,4,['9', '4', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000023885,4,['9', '2', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000023905,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000023925,5,['6', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000024005,5,['7', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000024025,4,['9', '7', '5', '0'],,,,,,,,,,,,,,,,,
GCA_000024045,3,['10', '6', '0'],,,,,,,,,,,,,,,,,,
GCA_000024065,3,['13', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000024085,10,['9', '5', '2', '2', '1', '2', '1', '1', '1', '0'],,,,,,,,,,,
GCA_000024105,3,['8', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000024125,4,['4', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000024145,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000024165,5,['6', '5', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000024205,4,['10', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000024225,8,['12', '7', '8', '5', '4', '3', '2', '0'],,,,,,,,,,,,,
GCA_000024245,4,['9', '5', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000024265,5,['11', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000024285,5,['7', '2', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000024325,3,['13', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000024345,3,['8', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000024365,4,['7', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000024385,3,['9', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000024405,5,['5', '4', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000024425,5,['8', '3', '1', '2', '0'],,,,,,,,,,,,,,,,
GCA_000024445,13,['9', '2', '1', '2', '3', '1', '1', '2', '1', '1', '1', '1', '0'],,,,,,,,
GCA_000024465,6,['7', '3', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000024485,10,['15', '3', '2', '3', '2', '1', '2', '1', '1', '0'],,,,,,,,,,,
GCA_000024505,3,['9', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000024525,10,['7', '3', '4', '5', '8', '14', '10', '4', '1', '0'],,,,,,,,,,,
GCA_000024545,3,['4', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000024565,5,['5', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000024585,4,['2', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000024605,3,['15', '6', '0'],,,,,,,,,,,,,,,,,,
GCA_000024645,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000024665,8,['7', '8', '9', '12', '4', '2', '1', '0'],,,,,,,,,,,,,
GCA_000024685,21,['9', '9', '8', '9', '17', '13', '7', '2', '6', '5', '1', '6', '6', '5', '5', '5', '5', '5', '5', '5', '5']
GCA_000024705,3,['7', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000024725,5,['7', '8', '5', '1', '0'],,,,,,,,,,,,,,,,
GCA_000024765,9,['9', '5', '5', '1', '2', '1', '2', '1', '0'],,,,,,,,,,,,
GCA_000024785,7,['7', '2', '1', '1', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000024805,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000024825,11,['11', '8', '12', '10', '4', '2', '1', '1', '2', '1', '0'],,,,,,,,,,
GCA_000024845,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000024865,21,['7', '4', '4', '3', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2']
GCA_000024885,4,['8', '2', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000024905,4,['7', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000024925,3,['12', '4', '0'],,,,,,,,,,,,,,,,,,
GCA_000024945,5,['6', '3', '2', '2', '0'],,,,,,,,,,,,,,,,
GCA_000024965,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000024985,6,['4', '2', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000025005,5,['19', '10', '4', '1', '0'],,,,,,,,,,,,,,,,
GCA_000025025,7,['6', '3', '2', '2', '2', '1', '0'],,,,,,,,,,,,,,
GCA_000025045,6,['6', '5', '3', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000025065,6,['10', '7', '3', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000025085,8,['7', '3', '2', '2', '1', '1', '1', '0'],,,,,,,,,,,,,
GCA_000025105,4,['4', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000025125,4,['1', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000025145,3,['7', '4', '0'],,,,,,,,,,,,,,,,,,
GCA_000025165,6,['8', '9', '14', '7', '1', '0'],,,,,,,,,,,,,,,
GCA_000025185,4,['15', '8', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000025205,8,['10', '9', '3', '3', '1', '1', '1', '0'],,,,,,,,,,,,,
GCA_000025225,4,['11', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000025245,6,['5', '2', '3', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000025265,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000025305,7,['5', '2', '2', '2', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000025345,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000025365,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000025385,7,['6', '4', '3', '1', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000025405,5,['8', '5', '1', '3', '0'],,,,,,,,,,,,,,,,
GCA_000025425,3,['7', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000025465,7,['9', '1', '1', '2', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000025485,8,['4', '1', '1', '2', '1', '1', '1', '0'],,,,,,,,,,,,,
GCA_000025545,4,['8', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000025565,6,['7', '6', '7', '3', '1', '0'],,,,,,,,,,,,,,,
GCA_000025585,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000025605,9,['7', '4', '4', '2', '3', '9', '13', '2', '0'],,,,,,,,,,,,
GCA_000025645,7,['4', '2', '2', '2', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000025705,3,['5', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000025725,4,['14', '9', '5', '0'],,,,,,,,,,,,,,,,,
GCA_000025745,5,['10', '9', '11', '2', '0'],,,,,,,,,,,,,,,,
GCA_000025765,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000025785,2,['1', '0'],,,,,,,,,,,,,,,,,,,
GCA_000025805,5,['8', '4', '4', '1', '0'],,,,,,,,,,,,,,,,
GCA_000025825,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000025845,4,['4', '1', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000025885,4,['8', '4', '5', '0'],,,,,,,,,,,,,,,,,
GCA_000025905,4,['11', '5', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000025925,4,['10', '14', '9', '0'],,,,,,,,,,,,,,,,,
GCA_000025945,3,['16', '5', '0'],,,,,,,,,,,,,,,,,,
GCA_000025965,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000025985,5,['19', '8', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000026005,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000026025,3,['7', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000026065,8,['13', '4', '2', '1', '3', '2', '1', '0'],,,,,,,,,,,,,
GCA_000026085,5,['8', '3', '4', '3', '0'],,,,,,,,,,,,,,,,
GCA_000026105,3,['5', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000026125,4,['7', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000026145,6,['4', '1', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000026185,5,['12', '5', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000026205,2,['1', '0'],,,,,,,,,,,,,,,,,,,
GCA_000026225,5,['9', '11', '5', '2', '0'],,,,,,,,,,,,,,,,
GCA_000026245,10,['8', '10', '10', '9', '3', '1', '1', '2', '1', '0'],,,,,,,,,,,
GCA_000026265,5,['9', '10', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000026285,5,['12', '14', '10', '1', '0'],,,,,,,,,,,,,,,,
GCA_000026305,8,['12', '10', '13', '1', '2', '1', '1', '0'],,,,,,,,,,,,,
GCA_000026325,0,[],,,,,,,,,,,,,,,,,,,,
GCA_000026345,6,['9', '8', '11', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000026405,4,['7', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000026445,5,['10', '5', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000026485,3,['7', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000026505,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000026525,6,['3', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000026545,6,['7', '12', '12', '6', '2', '0'],,,,,,,,,,,,,,,
GCA_000026565,10,['7', '4', '3', '3', '4', '8', '8', '4', '2', '0'],,,,,,,,,,,
GCA_000026585,3,['16', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000026605,4,['9', '5', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000026645,3,['8', '4', '0'],,,,,,,,,,,,,,,,,,
GCA_000026665,4,['12', '6', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000026685,18,['8', '6', '2', '1', '3', '1', '2', '2', '2', '3', '2', '1', '1', '2', '1', '1', '1', '0'],,,
GCA_000026705,4,['10', '5', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000026725,6,['11', '6', '3', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000026745,5,['8', '6', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000026765,6,['6', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000026905,4,['4', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000026925,4,['6', '2', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000026965,7,['8', '7', '7', '4', '4', '2', '0'],,,,,,,,,,,,,,
GCA_000026985,6,['9', '3', '3', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000027025,5,['6', '4', '3', '4', '0'],,,,,,,,,,,,,,,,
GCA_000027045,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000027065,3,['6', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000027085,21,['8', '3', '2', '4', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']
GCA_000027105,5,['12', '3', '3', '2', '0'],,,,,,,,,,,,,,,,
GCA_000027125,6,['9', '11', '11', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000027145,6,['9', '7', '3', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000027165,4,['7', '3', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000027185,4,['5', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000027205,4,['10', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000027225,5,['14', '12', '6', '1', '0'],,,,,,,,,,,,,,,,
GCA_000027265,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000027305,4,['7', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000027325,3,['9', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000027345,6,['9', '5', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000039765,9,['11', '2', '3', '11', '11', '7', '4', '2', '0'],,,,,,,,,,,,
GCA_000043285,6,['3', '1', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000046685,8,['3', '3', '3', '2', '3', '2', '1', '0'],,,,,,,,,,,,,
GCA_000046705,5,['5', '3', '4', '1', '0'],,,,,,,,,,,,,,,,
GCA_000046845,4,['10', '8', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000047365,6,['14', '16', '10', '4', '1', '0'],,,,,,,,,,,,,,,
GCA_000048645,5,['4', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000048665,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000050405,5,['5', '2', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000050425,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000054005,5,['7', '5', '1', '2', '0'],,,,,,,,,,,,,,,,
GCA_000055785,3,['8', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000055945,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000056065,7,['12', '8', '10', '7', '5', '1', '0'],,,,,,,,,,,,,,
GCA_000058485,4,['8', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000060285,5,['7', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000060345,4,['5', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000061505,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000062885,5,['4', '3', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000063485,4,['5', '3', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000063505,3,['5', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000063525,3,['9', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000063545,4,['7', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000063585,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000063605,4,['2', '2', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000064305,4,['4', '2', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000067045,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000067165,4,['8', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000067205,7,['7', '3', '4', '5', '4', '2', '0'],,,,,,,,,,,,,,
GCA_000068525,4,['4', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000068585,4,['5', '2', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000069185,3,['8', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000069205,7,['8', '5', '5', '4', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000069225,11,['6', '4', '3', '1', '1', '1', '1', '2', '2', '1', '0'],,,,,,,,,,
GCA_000069245,6,['3', '3', '5', '4', '2', '0'],,,,,,,,,,,,,,,
GCA_000069785,21,['6', '2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']
GCA_000069925,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000069945,3,['7', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000069965,4,['10', '7', '2', '0'],,,,,,,,,,,,,,,,,
