genomeID,difference count,iterations,,,,,,,,,,,,,,,,,,,,
GCA_000003645,10,['9', '9', '6', '3', '1', '2', '1', '3', '2', '0'],,,,,,,,,,,
GCA_000517605,4,['7', '6', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000520015,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000520875,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000521285,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000521305,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000521325,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_000521505,4,['7', '2', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000521525,6,['6', '1', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000521545,4,['6', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000521565,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000521585,4,['6', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000521605,3,['2', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000521655,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000521685,6,['3', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000521695,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_000521725,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000521765,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000524555,9,['9', '2', '1', '1', '2', '1', '1', '1', '0'],,,,,,,,,,,,
GCA_000524575,4,['7', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000525655,6,['7', '2', '2', '3', '1', '0'],,,,,,,,,,,,,,,
GCA_000525675,2,['6', '0'],,,,,,,,,,,,,,,,,,,
GCA_000525715,3,['2', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000530495,4,['4', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000550745,8,['10', '5', '5', '4', '9', '3', '1', '0'],,,,,,,,,,,,,
GCA_000550765,5,['7', '2', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000550785,5,['1', '3', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000550805,3,['8', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000559005,21,['15', '9', '7', '4', '2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']
GCA_000565155,7,['10', '7', '6', '4', '3', '1', '0'],,,,,,,,,,,,,,
GCA_000565175,6,['5', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000567965,5,['10', '12', '7', '1', '0'],,,,,,,,,,,,,,,,
GCA_000568475,6,['13', '10', '7', '3', '3', '0'],,,,,,,,,,,,,,,
GCA_000568495,4,['6', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000568655,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000568675,5,['6', '3', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000568715,7,['8', '6', '3', '3', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000568735,21,['3', '3', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2']
GCA_000568755,21,['7', '5', '4', '3', '2', '3', '3', '2', '1', '1', '1', '4', '2', '2', '4', '3', '2', '3', '2', '2', '3']
GCA_000568775,13,['7', '7', '3', '3', '2', '3', '2', '3', '1', '2', '1', '1', '0'],,,,,,,,
GCA_000568795,6,['3', '2', '2', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000568815,4,['13', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000568935,8,['9', '8', '12', '6', '2', '2', '1', '0'],,,,,,,,,,,,,
GCA_000568955,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000568975,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000569015,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000569035,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000569055,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000569075,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000572065,3,['3', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000572095,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000572125,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000572155,2,['6', '0'],,,,,,,,,,,,,,,,,,,
GCA_000572175,3,['5', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000572195,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000576085,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000576125,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000576145,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000576185,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000576515,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000576535,4,['2', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000577275,5,['5', '2', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000577745,7,['8', '11', '7', '4', '2', '1', '0'],,,,,,,,,,,,,,
GCA_000577895,3,['6', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000582515,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000582535,6,['4', '1', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000582555,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000582665,4,['5', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000582845,6,['13', '10', '5', '3', '2', '0'],,,,,,,,,,,,,,,
GCA_000583065,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000583755,3,['7', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000583775,5,['6', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000583795,3,['6', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000583815,5,['9', '12', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000583855,7,['9', '4', '3', '2', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000583875,6,['4', '3', '2', '2', '2', '0'],,,,,,,,,,,,,,,
GCA_000585995,5,['9', '8', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000590455,7,['4', '5', '8', '10', '6', '1', '0'],,,,,,,,,,,,,,
GCA_000590475,21,['9', '6', '2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']
GCA_000590555,4,['13', '10', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000590575,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000590595,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000590615,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000590635,3,['3', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000590655,3,['2', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000590675,5,['3', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000590715,3,['1', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000590735,3,['3', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000590755,2,['1', '0'],,,,,,,,,,,,,,,,,,,
GCA_000590795,3,['2', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000590815,5,['4', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000590865,5,['12', '3', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000590925,5,['6', '3', '3', '2', '0'],,,,,,,,,,,,,,,,
GCA_000597785,4,['6', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000597865,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000597965,5,['8', '6', '4', '5', '0'],,,,,,,,,,,,,,,,
GCA_000599625,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000599665,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000599685,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000599965,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000599985,8,['8', '8', '9', '6', '4', '3', '1', '0'],,,,,,,,,,,,,
GCA_000600005,4,['3', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000600015,11,['9', '8', '12', '6', '3', '2', '1', '1', '1', '1', '0'],,,,,,,,,,
GCA_000600045,6,['3', '5', '2', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000600055,3,['4', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000600085,4,['8', '6', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000600105,7,['6', '3', '2', '1', '6', '4', '0'],,,,,,,,,,,,,,
GCA_000600125,5,['8', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000600145,7,['6', '3', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000600185,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000600205,4,['6', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000600225,6,['5', '3', '5', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000604045,14,['7', '4', '2', '2', '2', '3', '1', '1', '2', '3', '2', '2', '1', '0'],,,,,,,
GCA_000604105,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000604125,4,['6', '4', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000612075,12,['8', '11', '10', '7', '9', '5', '5', '6', '6', '1', '1', '0'],,,,,,,,,
GCA_000612325,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000612485,8,['7', '2', '5', '4', '3', '1', '2', '0'],,,,,,,,,,,,,
GCA_000612505,7,['2', '3', '3', '1', '1', '2', '0'],,,,,,,,,,,,,,
GCA_000612685,5,['5', '4', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000612765,5,['10', '5', '4', '2', '0'],,,,,,,,,,,,,,,,
GCA_000612965,9,['8', '3', '2', '2', '2', '2', '2', '1', '0'],,,,,,,,,,,,
GCA_000613085,5,['10', '11', '8', '2', '0'],,,,,,,,,,,,,,,,
GCA_000623055,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000623075,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_000623095,0,[],,,,,,,,,,,,,,,,,,,,
GCA_000623115,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000623135,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000623155,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000623175,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000623195,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000623215,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000623235,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000623255,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000623275,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_000623295,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000623315,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000623335,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000623355,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000623395,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000623455,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000623475,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000623495,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000623515,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000623535,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000623575,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000623595,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000623615,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000623635,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000623655,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000623675,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000623695,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000623735,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000623755,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000623775,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000623795,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000623815,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000623835,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000623875,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000623895,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000623915,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000623935,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000623955,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000623975,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000623995,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000624015,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000624035,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000624055,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000624095,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000624115,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000624135,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000624155,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000624175,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000624195,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000624235,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000624255,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000624275,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000624295,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000624315,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000624335,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000624355,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000624375,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000624395,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000624415,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000624435,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000624455,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000624475,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000624495,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000624515,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000624555,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000624575,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000624595,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_000624615,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000624635,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000624655,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000624675,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000624695,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000624715,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000624735,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000624755,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000624775,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000624795,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000624815,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000624835,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000624855,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000624875,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000624895,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000624915,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000624935,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000624955,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000624975,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000624995,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000625035,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000625075,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000625115,2,['1', '0'],,,,,,,,,,,,,,,,,,,
Missing 173 rows..,,,,,,,,,,,,,,,,,,,,,,
GCA_000730405,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000730445,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000732345,4,['4', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000732355,2,['1', '0'],,,,,,,,,,,,,,,,,,,
GCA_000732385,4,['4', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000732425,3,['5', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000732905,9,['4', '1', '1', '1', '1', '1', '1', '2', '0'],,,,,,,,,,,,
GCA_000732945,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000734015,3,['7', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000734055,4,['6', '6', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000734975,4,['12', '10', '4', '0'],,,,,,,,,,,,,,,,,
GCA_000735795,2,['6', '0'],,,,,,,,,,,,,,,,,,,
GCA_000735815,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000735835,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000735855,4,['4', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000735875,4,['7', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000735895,4,['7', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000735915,4,['7', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000735935,4,['7', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000735955,6,['6', '2', '1', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000735975,4,['5', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000735995,3,['7', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000736015,4,['4', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000736035,6,['6', '2', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000736055,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000736075,5,['7', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000736095,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000736115,3,['4', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000736135,4,['6', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000736155,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000736175,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000736195,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000736215,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000736235,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000736255,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000736275,4,['8', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000736415,5,['8', '5', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000737085,4,['6', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000737305,7,['7', '6', '7', '8', '9', '6', '0'],,,,,,,,,,,,,,
GCA_000737405,3,['4', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000737535,3,['8', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000737555,10,['5', '3', '2', '5', '5', '5', '2', '1', '1', '0'],,,,,,,,,,,
GCA_000737575,6,['8', '4', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000737595,5,['10', '4', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000737615,5,['12', '6', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000737865,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000738065,4,['5', '8', '4', '0'],,,,,,,,,,,,,,,,,
GCA_000738435,12,['5', '1', '1', '3', '6', '4', '3', '2', '1', '2', '1', '0'],,,,,,,,,
GCA_000738445,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000738475,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000739105,5,['10', '2', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000739395,5,['8', '3', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000739415,6,['7', '14', '11', '3', '1', '0'],,,,,,,,,,,,,,,
GCA_000739435,4,['4', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000739455,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000739475,2,['8', '0'],,,,,,,,,,,,,,,,,,,
GCA_000740135,3,['4', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000740155,4,['3', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000740175,4,['5', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000740195,4,['5', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000740215,4,['5', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000740235,4,['4', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000740255,4,['4', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000740275,4,['3', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000740295,4,['5', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000740315,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000740335,4,['4', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000740355,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000740375,3,['4', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000740395,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000740415,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000740435,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000740455,5,['8', '9', '6', '2', '0'],,,,,,,,,,,,,,,,
GCA_000740945,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000740985,14,['4', '2', '1', '2', '3', '6', '4', '2', '3', '4', '3', '2', '1', '0'],,,,,,,
GCA_000741005,2,['6', '0'],,,,,,,,,,,,,,,,,,,
GCA_000742675,10,['7', '9', '8', '4', '17', '4', '13', '5', '1', '0'],,,,,,,,,,,
GCA_000742695,7,['14', '10', '6', '2', '3', '2', '1'],,,,,,,,,,,,,,
Missing 59 rows..,,,,,,,,,,,,,,,,,,,,,,
GCA_000756005,4,['5', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000756205,8,['10', '8', '3', '3', '2', '1', '1', '0'],,,,,,,,,,,,,
GCA_000756415,8,['14', '8', '7', '5', '4', '1', '1', '0'],,,,,,,,,,,,,
GCA_000756435,7,['9', '9', '9', '7', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000756465,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000756485,2,['1', '0'],,,,,,,,,,,,,,,,,,,
GCA_000756525,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000756545,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000756715,5,['14', '10', '13', '6', '0'],,,,,,,,,,,,,,,,
GCA_000756775,3,['11', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000757015,4,['10', '7', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000757785,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000757845,3,['8', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000757865,4,['12', '5', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000758245,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000758285,3,['7', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000758325,4,['4', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000758365,6,['10', '10', '6', '5', '2', '0'],,,,,,,,,,,,,,,
GCA_000758645,5,['8', '3', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000759475,4,['7', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000759485,4,['7', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000759515,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000759535,4,['10', '5', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000759555,8,['6', '6', '4', '3', '2', '2', '1', '0'],,,,,,,,,,,,,
GCA_000761135,7,['8', '6', '4', '4', '4', '1', '0'],,,,,,,,,,,,,,
GCA_000761155,4,['10', '6', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000761175,3,['2', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000761215,3,['6', '4', '0'],,,,,,,,,,,,,,,,,,
GCA_000762955,4,['5', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000763475,5,['9', '9', '10', '4', '0'],,,,,,,,,,,,,,,,
GCA_000763495,6,['9', '10', '8', '4', '1', '0'],,,,,,,,,,,,,,,
GCA_000763535,3,['2', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000763555,5,['8', '8', '4', '1', '0'],,,,,,,,,,,,,,,,
GCA_000764045,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_000764535,4,['7', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000764555,4,['12', '6', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000764595,5,['9', '4', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000765395,7,['8', '5', '3', '2', '2', '3', '0'],,,,,,,,,,,,,,
GCA_000765415,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000766665,8,['4', '1', '3', '12', '8', '3', '1', '0'],,,,,,,,,,,,,
GCA_000767035,5,['7', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000767055,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000767075,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000767095,4,['9', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000767275,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000767405,5,['5', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000767415,3,['1', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000767445,5,['5', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000767485,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000767645,1,['0'],,,,,,,,,,,,,,,,,,,,
GCA_000767685,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000767725,6,['9', '9', '3', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000769515,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000769535,5,['8', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000769555,6,['5', '2', '2', '1', '1', '0'],,,,,,,,,,,,,,,
